agent,agent_preference,num_connections,agent_connections,influence_status
27,huge covid fail to have santa not wearing a mask in thanksgivingdayparade would have been so powerful and such an endorsement of healthcareheroes wearamask,9,"[39, 3, 82, 48, 13, 29, 62, 68, 14]",False
28,really interesting in light of people s resistance to wear a mask both the mask and the shopping cart are measurements of empathy,8,"[81, 67, 66, 27, 23, 22, 7, 98]",False
29,as uncomfortable as it may be especially with the conditions we work in i d rather adapt wear the mask and survive than contract the virus bc of what s more comfortable,8,"[13, 11, 71, 90, 77, 47, 82, 80]",False
30,another friendly reminder to vaccinate your kids wear a mask don t be racist and don t support d nald tr mp,1,[25],False
31,please mask up and maintain social distance people,4,"[38, 96, 3, 34]",False
32,was behind a guy at eleven who was wearing his welders mask he could have just said i forgot it when he didn t have a face mask but instead he put others first you know what you call a person like that a patriot,17,"[83, 7, 91, 79, 62, 66, 85, 52, 10, 56, 19, 92, 87, 67, 81, 99, 57]",False
33,hr sent out an email saying those of us who s fully vaxxed w proof can go maskless again in the office yea i m good i m still wearing my mask,13,"[2, 15, 59, 7, 50, 40, 75, 16, 88, 81, 24, 30, 82]",False
34,as encouraging as this news is please remember that this new cdc guideline still calls for wearing masks in federal facilities including airports mask wearing vaccinated or not is still required at syr and all u s airports,20,"[48, 65, 15, 44, 76, 9, 92, 82, 4, 66, 58, 79, 23, 81, 21, 35, 41, 60, 91, 38]",False
35,nurse from last week thank you kira remember folks wear a mask wash your hands and stay home trying to pretend there is no problem is not a solution portland oregon,7,"[72, 88, 43, 46, 57, 85, 34]",False
36,my favorite thing to do when i see people not wearing a mask is cough as hard as i can right in front of them because the fear in their eyes is always so rewarding,5,"[63, 78, 12, 26, 98]",False
37,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great,24,"[82, 53, 72, 10, 55, 51, 13, 95, 44, 20, 85, 87, 73, 62, 2, 39, 4, 92, 79, 24, 12, 94, 91, 47]",False
38,this month i personally know people that have gotten covid one of them past away this week please wear a mask,29,"[6, 16, 47, 25, 28, 18, 43, 1, 9, 10, 100, 89, 77, 92, 53, 27, 68, 76, 26, 41, 48, 49, 59, 55, 66, 11, 22, 75, 94]",False
39,don t go to a party with a house full of ppl not wasting mask during a pandemic,16,"[6, 33, 14, 42, 29, 28, 50, 74, 88, 71, 36, 58, 51, 43, 19, 85]",False
40,continuing to mask up and distance reduces the transmission of the virus and if you do get it the virus won t leave you your immune system will handle it vaccines also reduce pressure on overwhelmed healthcare systems vaccines mean more milder cases if the vaxxed do get it,10,"[17, 77, 7, 83, 82, 79, 65, 36, 84, 11]",False
41,wholeheartedly agree in the last weeks i have had a friend lose his mom to covid and other friend hospitalize with it yesterday i have quit talking to family who insist they don t believe superspreader events happen in churches and people have a right to not wear a mask,12,"[21, 31, 38, 97, 4, 9, 99, 82, 46, 35, 60, 25]",False
42,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all,8,"[74, 47, 84, 91, 21, 24, 68, 88]",False
43,as someone who was there this weekend who lives in a conservative county in california the residents of texas where kind respectful and upheld mask ordinance better than mins of being back in california please let s not turn our backs on people who need help,7,"[59, 53, 3, 51, 95, 88, 17]",False
44,thanks ctl stay safe friends and wear mask if need to go out,23,"[9, 59, 47, 78, 4, 23, 62, 2, 77, 32, 96, 67, 56, 22, 89, 31, 41, 85, 6, 80, 61, 60, 99]",False
45,mask protect other people he only cares about himself,5,"[18, 28, 67, 74, 60]",False
46,please help by following the order so we can remain open and safe for everyone whether you agree with the mask or not we need to follow the order and please be kind to the staff if they remind you they are just trying to do their job thank you all for your understanding,6,"[100, 7, 8, 41, 89, 76]",False
47,those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion,18,"[29, 82, 5, 51, 20, 25, 85, 86, 79, 54, 21, 23, 55, 88, 40, 14, 45, 6]",False
48,i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday,30,"[33, 53, 35, 63, 77, 90, 89, 18, 3, 41, 97, 14, 92, 20, 79, 51, 87, 76, 30, 38, 99, 66, 93, 11, 42, 21, 71, 70, 96, 95]",False
49,a special shout out goes to mr londono and ms latorre we loved the teachable moment of mask wearing and addressing covid questions also a very happy birthday to our vebbulldog jamya,20,"[2, 81, 48, 98, 69, 33, 86, 45, 96, 91, 60, 89, 100, 67, 66, 68, 38, 57, 58, 34]",False
50,can we developed a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again,25,"[100, 24, 25, 46, 88, 92, 96, 29, 93, 51, 61, 76, 11, 77, 64, 17, 16, 20, 65, 43, 21, 87, 74, 99, 44]",False
51,i m wearing a mask outside while vaccinated because people like you are in my face why does it bother you to the point that you are asking random people why they are doing something that makes them feel safe,13,"[17, 8, 15, 88, 73, 2, 37, 35, 33, 5, 38, 89, 91]",False
52,please leep your mask on i don t want you to be taken out by a virus that is not gone,28,"[51, 35, 7, 22, 25, 36, 54, 19, 61, 1, 27, 46, 17, 55, 28, 11, 15, 89, 3, 85, 26, 62, 6, 45, 98, 80, 40, 66]",False
53,i don t often have time to shave my face stubble in the morning luckily coronavirus is very accepting of mask culture so actually it s required,19,"[91, 60, 56, 89, 2, 98, 26, 33, 94, 27, 13, 100, 14, 31, 73, 86, 82, 75, 9]",False
54,hey i just saw you are running miles across florida right now curious if you would share what is the route im in orlando and would love to come run with you even if just for a mile i d wear a mask and keep distance,21,"[20, 64, 41, 13, 89, 1, 15, 53, 60, 66, 74, 39, 17, 24, 91, 23, 57, 38, 79, 8, 71]",False
55,open for public play saturdays and sundays pm pm practicing social distancing remember to wear your face mask playpaintball publicplay socialdistancing familytime paintball openforbusiness nvp sports park,25,"[44, 40, 25, 50, 80, 98, 78, 65, 66, 23, 85, 95, 84, 97, 17, 16, 18, 72, 11, 45, 54, 3, 76, 5, 24]",False
56,i m so sorry mark but i don t trust this vaccine i understand your concern for the residents of erie county i obey the mask mandate wash and sterilize my hands when returning home from work and elsewhere,14,"[1, 10, 15, 31, 47, 79, 45, 82, 16, 18, 53, 78, 84, 51]",False
57,excellent exandle of the importance and reliance of everyone in the community to do their part the people that put themselves at risk everyday so you can have food safely produced and delivered to you to eat it s not hard to wear a mask on a run,14,"[41, 51, 99, 45, 60, 25, 23, 56, 91, 85, 12, 46, 29, 78]",False
58,i flew for the first time since march it was mostly fine but some folks wore their masks as chin slings i have glasses and wore my mask over my nose for hours and they didn t fog up i also had plenty of oxygen over the nose people,10,"[12, 26, 37, 34, 51, 1, 87, 21, 19, 69]",False
59,we keep hearing about how most kids quickly recover from covid pretty hard to recover from this wear a mask and if you can get vaccinated,13,"[41, 61, 96, 39, 87, 29, 86, 46, 89, 30, 57, 90, 66]",False
60,please wear a mask and bend over,20,"[96, 89, 17, 50, 98, 12, 94, 52, 8, 56, 71, 2, 49, 18, 31, 43, 68, 82, 85, 62]",False
61,walking out of the grocery store in florida and i m taking my mask off as i just walk out some old lady walking in looks at me and goes thought this was a free country just laughed at her go get your groceries and be quiet lady,18,"[95, 97, 39, 93, 10, 46, 51, 53, 19, 13, 77, 92, 16, 35, 30, 58, 14, 83]",False
62,i like wearing a mask because i can go out in public with a fat lip in and nobody knows,4,"[59, 63, 16, 80]",False
63,huge covid fail to have santa not wearing a mask in thanksgivingdayparade would have been so powerful and such an endorsement of healthcareheroes wearamask,22,"[99, 23, 77, 14, 27, 32, 86, 95, 57, 61, 41, 83, 20, 82, 53, 71, 16, 66, 65, 19, 89, 85]",False
64,really interesting in light of people s resistance to wear a mask both the mask and the shopping cart are measurements of empathy,4,"[6, 95, 93, 20]",False
65,as uncomfortable as it may be especially with the conditions we work in i d rather adapt wear the mask and survive than contract the virus bc of what s more comfortable,7,"[99, 20, 71, 37, 15, 46, 57]",False
66,another friendly reminder to vaccinate your kids wear a mask don t be racist and don t support d nald tr mp,12,"[29, 100, 95, 67, 76, 54, 22, 17, 8, 19, 53, 43]",False
67,please mask up and maintain social distance people,3,"[9, 25, 56]",False
68,was behind a guy at eleven who was wearing his welders mask he could have just said i forgot it when he didn t have a face mask but instead he put others first you know what you call a person like that a patriot,8,"[9, 36, 60, 35, 19, 14, 90, 34]",False
69,hr sent out an email saying those of us who s fully vaxxed w proof can go maskless again in the office yea i m good i m still wearing my mask,17,"[98, 75, 85, 6, 60, 94, 20, 82, 64, 49, 22, 10, 86, 63, 13, 26, 5]",False
70,as encouraging as this news is please remember that this new cdc guideline still calls for wearing masks in federal facilities including airports mask wearing vaccinated or not is still required at syr and all u s airports,9,"[24, 6, 64, 43, 34, 21, 22, 54, 27]",False
71,nurse from last week thank you kira remember folks wear a mask wash your hands and stay home trying to pretend there is no problem is not a solution portland oregon,4,"[78, 73, 3, 76]",False
72,my favorite thing to do when i see people not wearing a mask is cough as hard as i can right in front of them because the fear in their eyes is always so rewarding,7,"[97, 54, 1, 33, 17, 13, 21]",False
73,i like the part when he got covid but still had events with people and how he won t enforce a statewide mask mandate oh and the part where he cut education funding wow so great,30,"[11, 91, 87, 92, 14, 31, 34, 33, 80, 40, 42, 96, 7, 50, 82, 52, 37, 27, 13, 38, 54, 6, 78, 29, 74, 56, 16, 100, 65, 47]",False
74,this month i personally know people that have gotten covid one of them past away this week please wear a mask,16,"[39, 69, 75, 87, 14, 54, 67, 44, 77, 36, 1, 34, 40, 97, 33, 65]",False
75,don t go to a party with a house full of ppl not wasting mask during a pandemic,25,"[50, 80, 94, 72, 100, 45, 84, 57, 25, 36, 93, 23, 24, 52, 53, 82, 78, 60, 5, 10, 3, 59, 6, 99, 21]",False
76,continuing to mask up and distance reduces the transmission of the virus and if you do get it the virus won t leave you your immune system will handle it vaccines also reduce pressure on overwhelmed healthcare systems vaccines mean more milder cases if the vaxxed do get it,14,"[82, 15, 8, 58, 87, 85, 19, 35, 65, 66, 52, 18, 39, 3]",False
77,wholeheartedly agree in the last weeks i have had a friend lose his mom to covid and other friend hospitalize with it yesterday i have quit talking to family who insist they don t believe superspreader events happen in churches and people have a right to not wear a mask,11,"[4, 41, 47, 54, 39, 95, 64, 83, 50, 56, 99]",False
78,took my first flight in months for a work trip everyone wore a mask everyone was respectful of other people reminds you not all people suck most but not all,25,"[58, 41, 39, 17, 54, 83, 35, 49, 89, 25, 76, 60, 7, 59, 10, 18, 67, 97, 96, 85, 66, 43, 53, 38, 65]",False
79,as someone who was there this weekend who lives in a conservative county in california the residents of texas where kind respectful and upheld mask ordinance better than mins of being back in california please let s not turn our backs on people who need help,12,"[6, 5, 29, 25, 40, 37, 68, 16, 23, 73, 97, 87]",False
80,thanks ctl stay safe friends and wear mask if need to go out,7,"[41, 88, 99, 61, 37, 38, 67]",False
81,mask protect other people he only cares about himself,15,"[97, 83, 80, 85, 49, 66, 61, 34, 84, 62, 50, 36, 44, 59, 55]",False
82,please help by following the order so we can remain open and safe for everyone whether you agree with the mask or not we need to follow the order and please be kind to the staff if they remind you they are just trying to do their job thank you all for your understanding,21,"[46, 8, 90, 24, 97, 77, 40, 4, 3, 32, 50, 34, 63, 62, 45, 58, 47, 95, 73, 49, 43]",False
83,those who want to protect themselves from getting sick have every right to masks keep you more safe than no mask in tight settings everyone has the right to do whatever they want now at their discretion,13,"[11, 20, 60, 80, 25, 91, 19, 71, 10, 46, 15, 48, 14]",False
84,i was late but i gotta hand it to he s got me wearing my mask everywhere and my area is spiking hard right now just signed up to get me and the wife a drive up test come saturday,13,"[91, 2, 21, 66, 77, 19, 59, 13, 89, 79, 23, 51, 3]",False
85,a special shout out goes to mr londono and ms latorre we loved the teachable moment of mask wearing and addressing covid questions also a very happy birthday to our vebbulldog jamya,6,"[98, 67, 2, 36, 37, 58]",False
86,can we developed a mask or helmet that will protect us from corona and that everyone would have to wear to go outside for a month or that would allow us to open up the economy again,21,"[48, 23, 52, 35, 25, 56, 51, 59, 19, 89, 53, 77, 96, 82, 5, 38, 64, 80, 40, 66, 58]",False
87,i m wearing a mask outside while vaccinated because people like you are in my face why does it bother you to the point that you are asking random people why they are doing something that makes them feel safe,13,"[39, 13, 68, 86, 38, 28, 43, 78, 22, 46, 44, 29, 75]",False
88,please leep your mask on i don t want you to be taken out by a virus that is not gone,23,"[87, 20, 29, 66, 69, 57, 68, 79, 92, 38, 89, 72, 80, 85, 76, 74, 12, 98, 55, 16, 78, 28, 65]",False
89,i don t often have time to shave my face stubble in the morning luckily coronavirus is very accepting of mask culture so actually it s required,17,"[17, 71, 82, 56, 27, 10, 30, 63, 90, 31, 32, 36, 18, 19, 9, 78, 93]",False
90,hey i just saw you are running miles across florida right now curious if you would share what is the route im in orlando and would love to come run with you even if just for a mile i d wear a mask and keep distance,21,"[47, 44, 93, 40, 98, 99, 91, 43, 83, 2, 32, 21, 64, 72, 19, 12, 27, 88, 68, 7, 92]",False
91,open for public play saturdays and sundays pm pm practicing social distancing remember to wear your face mask playpaintball publicplay socialdistancing familytime paintball openforbusiness nvp sports park,4,"[30, 89, 26, 80]",False
92,i m so sorry mark but i don t trust this vaccine i understand your concern for the residents of erie county i obey the mask mandate wash and sterilize my hands when returning home from work and elsewhere,21,"[40, 3, 77, 61, 83, 84, 59, 28, 43, 29, 45, 99, 88, 72, 21, 51, 41, 52, 49, 96, 57]",False
93,excellent exandle of the importance and reliance of everyone in the community to do their part the people that put themselves at risk everyday so you can have food safely produced and delivered to you to eat it s not hard to wear a mask on a run,27,"[99, 64, 17, 78, 34, 36, 16, 84, 27, 85, 5, 71, 70, 33, 51, 8, 43, 97, 69, 52, 39, 83, 10, 55, 21, 44, 62]",False
94,i flew for the first time since march it was mostly fine but some folks wore their masks as chin slings i have glasses and wore my mask over my nose for hours and they didn t fog up i also had plenty of oxygen over the nose people,6,"[45, 98, 55, 51, 17, 77]",False
95,we keep hearing about how most kids quickly recover from covid pretty hard to recover from this wear a mask and if you can get vaccinated,12,"[45, 20, 81, 50, 87, 68, 19, 57, 100, 31, 74, 70]",False
96,please wear a mask and bend over,2,"[90, 64]",False
97,walking out of the grocery store in florida and i m taking my mask off as i just walk out some old lady walking in looks at me and goes thought this was a free country just laughed at her go get your groceries and be quiet lady,11,"[66, 90, 65, 49, 35, 27, 23, 30, 69, 36, 57]",False
98,i like wearing a mask because i can go out in public with a fat lip in and nobody knows,28,"[36, 68, 53, 54, 74, 15, 94, 77, 72, 59, 90, 85, 62, 97, 80, 5, 46, 11, 35, 4, 89, 100, 3, 66, 13, 56, 75, 61]",False
99,huge covid fail to have santa not wearing a mask in thanksgivingdayparade would have been so powerful and such an endorsement of healthcareheroes wearamask,11,"[33, 32, 81, 48, 58, 93, 40, 29, 68, 63, 30]",False
100,really interesting in light of people s resistance to wear a mask both the mask and the shopping cart are measurements of empathy,2,"[47, 79]",False
101,"Wearing masks does not help in stopping the virus, it's useless and I hate it.",30,"[67, 6, 43, 94, 71, 49, 78, 59, 13, 39, 74, 98, 97, 33, 89, 73, 64, 86, 58, 56, 65, 1, 7, 76, 8, 30, 42, 99, 36, 17]",True
